"행정구역별(시군구)","성별","연령별","시점",일반가구원,가구주,가구주의 배우자,자녀,자녀의 배우자,가구주의 부모,배우자의 부모,손자녀 그 배우자,친손자녀·그 배우자,외손자녀·그 배우자,증손자녀·그 배우자,조부모,형제자매·그 배우자,형제자매의 자녀·그 배우자,부모의 형제자매·그 배우자,기타 친·인척,기타 동거인
"전국","남자","65세이상","2024",4336539,3624031,330194,15156,1409,218313,35611,X,-,-,X,4878,36472,357,5145,4581,60392
"전국","여자","합계","2015",24534713,5650437,9568366,7008061,186257,984261,184477,-,203836,87494,1553,37252,343971,73031,11218,26680,167819
"전국","여자","합계","2016",24632638,5802632,9577991,6956072,180315,974160,184590,-,191116,88360,1526,35829,333575,71496,11151,25757,198068
"전국","여자","합계","2017",24641574,6015313,9525107,6842001,165014,948234,177825,-,178861,89161,1396,35600,334232,71994,11637,27686,217513
"전국","여자","합계","2018",24654203,6237432,9466490,6713709,149098,940991,170715,-,164423,87929,1312,35726,335959,71997,12277,27311,238834
"전국","여자","합계","2019",24644676,6476228,9418197,6543366,136449,924451,163841,-,151843,86622,1250,34985,335725,70879,12613,28586,259641
"전국","여자","합계","2020",24826593,6845448,9361306,6479203,112985,910390,149123,214379,-,-,993,35918,331292,68644,12905,27172,276835
"전국","여자","합계","2021",24793522,7199825,9213674,6252186,96673,907183,142406,194769,-,-,887,38089,332529,69405,14157,28093,303646
"전국","여자","합계","2022",24726205,7427299,9117807,6055306,90525,899135,137650,186897,-,-,925,37526,332944,70311,15017,28136,326727
"전국","여자","합계","2023",24709582,7624236,9027525,5945141,87797,885677,133536,185087,-,-,932,34106,333629,69902,15428,27816,338770
"전국","여자","합계","2024",24668339,7789141,8972128,5825212,81680,859680,123686,180318,-,-,935,30800,330785,68459,15318,27325,362872
"전국","여자","15세미만","2015",3332169,46,X,3114960,X,X,X,-,125164,61453,1463,X,2534,22733,X,2934,882
"전국","여자","15세미만","2016",3271503,38,X,3065405,X,X,X,-,114454,61003,1427,X,2384,20122,X,2750,3917
"전국","여자","15세미만","2017",3208374,38,X,3012414,X,X,X,-,105406,60678,1311,X,2244,19234,X,3378,3671
"전국","여자","15세미만","2018",3139629,38,X,2955080,X,X,X,-,95476,58917,1234,X,2152,18401,X,3330,5001
"전국","여자","15세미만","2019",3059935,52,X,2885532,X,X,X,-,87381,57315,1163,X,2216,17608,X,3512,5155
"전국","여자","15세미만","2020",2995565,57,X,2842467,X,X,X,126103,-,-,932,X,2256,15895,X,3055,4800
"전국","여자","15세미만","2021",2915523,81,X,2776511,X,X,X,113302,-,-,830,X,2322,14953,X,2953,4566
"전국","여자","15세미만","2022",2804644,79,X,2671180,X,X,X,107963,-,-,862,X,2238,14582,X,3147,4593
"전국","여자","15세미만","2023",2691160,91,X,2559779,X,X,X,106314,-,-,861,X,2000,14226,5,3113,4771
"전국","여자","15세미만","2024",2593977,103,X,2467698,X,X,X,101923,-,-,858,X,1836,13361,7,3097,5091
"전국","여자","15~19세","2015",1379482,32709,818,1266903,378,X,X,-,37898,12759,70,X,13442,10435,X,1238,2832
"전국","여자","15~19세","2016",1325965,34924,857,1215573,391,X,X,-,35174,12598,78,X,12249,9742,5,1166,3208
"전국","여자","15~19세","2017",1256774,34260,782,1151008,341,X,X,-,32293,12552,70,X,11487,9307,X,1177,3495
"전국","여자","15~19세","2018",1178822,32742,784,1079775,312,X,X,-,28626,12193,61,X,11022,8458,X,1142,3705
"전국","여자","15~19세","2019",1109721,32817,924,1015561,330,X,X,-,25180,11813,61,X,10575,7739,X,1068,3653
"전국","여자","15~19세","2020",1085703,42263,676,987500,162,X,X,33254,-,-,41,X,10519,6875,X,909,3503
"전국","여자","15~19세","2021",1022332,30840,247,942347,56,X,X,29373,-,-,37,X,9178,6139,X,919,3196
"전국","여자","15~19세","2022",1002321,29797,160,925187,31,X,X,28388,-,-,39,X,8436,5946,X,851,3485
"전국","여자","15~19세","2023",1006407,27398,341,932417,75,X,X,28456,-,-,49,X,7404,5828,X,892,3545
"전국","여자","15~19세","2024",1010943,26599,304,938397,28,X,X,28726,-,-,55,X,6700,5676,X,843,3613
"전국","여자","20~24세","2015",1481410,239677,36176,1094174,7507,X,X,-,24538,7976,14,X,37740,15282,X,2328,15997
"전국","여자","20~24세","2016",1489373,250772,32928,1095809,7114,X,X,-,24763,8746,15,X,36051,15503,5,2437,15224
"전국","여자","20~24세","2017",1466554,257564,29514,1069305,5711,X,X,-,24224,9081,12,X,35985,15187,7,2560,17402
"전국","여자","20~24세","2018",1447305,267905,25888,1044518,4564,X,X,-,23567,9333,14,X,36496,14465,8,2406,18141
"전국","여자","20~24세","2019",1409772,284983,23536,994918,3805,X,X,-,22528,9373,23,X,35784,13513,8,2474,18826
"전국","여자","20~24세","2020",1475560,325755,21120,1021715,2777,X,X,31107,-,-,18,X,37584,12959,X,2461,20057
"전국","여자","20~24세","2021",1386289,324583,17271,942157,2011,X,X,28087,-,-,16,X,36348,12262,9,2384,21157
"전국","여자","20~24세","2022",1270428,313643,13343,848769,1409,X,X,25695,-,-,17,X,32407,11368,5,2100,21671
"전국","여자","20~24세","2023",1208499,313259,11611,795985,1310,X,X,24409,-,-,14,X,28281,10361,X,1874,21391
"전국","여자","20~24세","2024",1141320,302323,10143,746848,860,X,X,22787,-,-,13,X,25761,9441,X,1665,21477
"전국","여자","25~29세","2015",1449932,331475,257046,746280,19938,7,X,-,11518,3651,X,X,46877,13009,5,2903,17220
"전국","여자","25~29세","2016",1466855,335176,241959,770688,18414,11,X,-,11824,4203,X,X,44283,13819,21,2936,23518
"전국","여자","25~29세","2017",1501932,354408,231647,790643,15835,6,X,-,12024,4847,X,X,45396,15121,14,3353,28637
"전국","여자","25~29세","2018",1537644,386207,218527,803949,12962,8,X,-,11919,5341,X,X,47060,16259,15,3464,31932
"전국","여자","25~29세","2019",1571412,429436,203556,806057,10742,8,X,-,11810,5777,X,X,48510,16598,5,3753,35157
"전국","여자","25~29세","2020",1615395,488377,191538,798361,7994,6,X,16888,-,-,X,X,51479,16582,6,3882,40281
"전국","여자","25~29세","2021",1622604,543735,167088,768603,6147,7,X,16873,-,-,X,X,53470,17445,13,4115,45104
"전국","여자","25~29세","2022",1599867,561220,140683,751984,5186,X,X,17178,-,-,X,X,52875,17499,20,3925,49290
"전국","여자","25~29세","2023",1572488,563646,121930,744114,4682,6,X,17570,-,-,6,X,50420,16598,21,3591,49904
"전국","여자","25~29세","2024",1530178,559843,109845,719708,3623,X,X,17946,-,-,6,X,47133,15834,18,3322,52896
"전국","여자","30~34세","2015",1764475,431141,827265,393466,35477,14,X,-,3650,1247,X,X,50725,6365,24,2303,12795
"전국","여자","30~34세","2016",1673200,405460,774605,384356,32302,24,X,-,3723,1329,X,X,43707,6515,23,2190,18961
"전국","여자","30~34세","2017",1574877,396784,706099,370237,27298,33,X,-,3661,1447,X,X,39424,6724,27,2193,20948
"전국","여자","30~34세","2018",1505387,396207,648316,362730,22787,25,X,-,3523,1539,X,X,36992,7163,16,2184,23901
"전국","여자","30~34세","2019",1473512,409121,606479,360751,19237,31,X,-,3493,1675,X,X,35880,7545,17,2370,26911
"전국","여자","30~34세","2020",1475082,442532,578270,355100,15097,27,X,5017,-,-,X,X,36020,8261,11,2453,32293
"전국","여자","30~34세","2021",1493055,494172,539965,352540,11900,15,X,5139,-,-,X,X,37620,9530,22,2785,39364
"전국","여자","30~34세","2022",1529936,533736,507847,371290,10660,13,X,5572,-,-,X,X,39485,10766,28,2986,47551
"전국","여자","30~34세","2023",1567457,563257,481068,397772,10266,9,X,6025,-,-,X,X,40569,11582,23,2897,53986
"전국","여자","30~34세","2024",1598067,592834,457788,413117,9055,5,X,6543,-,-,X,X,40680,11841,22,2883,63296
"전국","여자","35~39세","2015",1860927,451351,1123476,191648,35429,69,5,-,857,306,X,X,43723,2613,140,1877,9433
"전국","여자","35~39세","2016",1895368,460736,1131207,206796,34681,68,9,-,945,368,X,X,42814,2986,131,1841,12784
"전국","여자","35~39세","2017",1921345,486459,1121686,216571,32356,55,13,-,1010,426,X,X,42584,3356,102,1923,14804
"전국","여자","35~39세","2018",1927983,506582,1103667,221972,29311,66,X,-,1067,487,X,X,41700,3884,99,1960,17186
"전국","여자","35~39세","2019",1865206,507527,1048312,218130,25781,71,X,-,1163,535,X,X,38823,4087,82,2149,18542
"전국","여자","35~39세","2020",1770114,509120,974461,203646,20023,60,5,1564,-,-,X,X,34646,4235,66,1994,20293
"전국","여자","35~39세","2021",1679239,516099,894837,189286,16115,58,5,1497,-,-,X,X,32039,4592,58,2083,22569
"전국","여자","35~39세","2022",1580739,499998,817766,185524,14066,56,X,1564,-,-,X,X,30059,4821,43,1973,24865
"전국","여자","35~39세","2023",1512122,484605,760303,189771,13293,50,X,1698,-,-,X,X,28794,5190,40,1888,26486
"전국","여자","35~39세","2024",1481524,484913,721846,194455,11943,40,X,1725,-,-,X,X,27907,5515,35,1927,31217
"전국","여자","40~44세","2015",2074994,542779,1336856,107315,32176,1734,42,-,179,82,X,X,40634,1290,610,1750,9547
"전국","여자","40~44세","2016",1985347,521144,1268072,111055,30093,1443,77,-,188,92,X,X,38486,1336,499,1615,11247
"전국","여자","40~44세","2017",1933501,520996,1215369,114052,27713,1342,95,-,207,103,X,X,37623,1440,500,1613,12448
"전국","여자","40~44세","2018",1861194,514824,1150406,116094,24952,1274,36,-,211,94,X,X,36327,1587,424,1534,13431
"전국","여자","40~44세","2019",1829265,516718,1113478,121078,22976,1117,28,-,242,102,X,X,35487,1854,385,1667,14133
"전국","여자","40~44세","2020",1857047,546591,1112413,124284,19477,1034,33,367,-,-,X,X,33747,1949,314,1553,15285
"전국","여자","40~44세","2021",1892543,584939,1106273,127340,17049,893,26,415,-,-,X,X,33828,2295,280,1700,17505
"전국","여자","40~44세","2022",1918350,605544,1100826,135615,16390,781,20,439,-,-,X,X,34242,2806,248,1861,19578
"전국","여자","40~44세","2023",1925452,613834,1089216,144846,15860,742,28,516,-,-,X,X,34515,3127,240,1943,20584
"전국","여자","40~44세","2024",1863413,603207,1036274,147661,14628,597,X,554,-,-,X,X,32795,3411,203,1938,22140
"전국","여자","45~49세","2015",2115639,592631,1384588,52056,24604,15121,632,-,25,15,X,X,32366,560,1204,1530,10307
"전국","여자","45~49세","2016",2174763,614666,1410426,60878,25634,12817,626,-,35,16,X,X,33559,669,1117,1503,12817
"전국","여자","45~49세","2017",2181577,632725,1390485,67999,24414,12095,658,-,28,21,X,X,35375,781,1090,1519,14387
"전국","여자","45~49세","2018",2159050,639565,1354500,73970,22930,11783,351,-,25,22,X,X,36190,881,1138,1500,16195
"전국","여자","45~49세","2019",2127580,639647,1318286,79518,21853,11296,322,-,36,27,X,X,36397,928,1134,1615,16521
"전국","여자","45~49세","2020",2074866,644408,1266556,79603,18777,10990,265,63,-,-,X,X,33949,929,1127,1551,16648
"전국","여자","45~49세","2021",1983984,636698,1188744,78853,16010,10220,184,67,-,-,X,X,32416,1052,1036,1524,17180
"전국","여자","45~49세","2022",1933022,628227,1145371,81901,15195,8748,154,77,-,-,X,X,31901,1205,964,1513,17766
"전국","여자","45~49세","2023",1861460,609812,1091512,85353,14311,7195,218,75,-,-,X,X,31653,1432,825,1452,17621
"전국","여자","45~49세","2024",1830906,606967,1059334,91481,13509,5711,64,92,-,-,X,X,31598,1630,648,1495,18377
"전국","여자","50~54세","2015",2049722,594680,1321044,23478,17003,47922,4283,-,X,5,X,X,26308,307,1858,1501,11330
"전국","여자","50~54세","2016",1985004,590345,1263784,25537,16471,41383,3765,-,7,X,X,X,26264,332,1700,1306,14105
"전국","여자","50~54세","2017",1981416,602802,1247767,27865,15788,39142,3210,-,5,5,X,X,26359,329,1651,1408,15085
"전국","여자","50~54세","2018",2027944,627589,1262716,31564,15486,40651,2441,-,6,X,X,X,27301,346,1626,1314,16902
"전국","여자","50~54세","2019",2091242,655783,1290789,36020,15619,41186,2172,-,8,X,X,X,28394,410,1679,1446,17732
"전국","여자","50~54세","2020",2116324,683956,1286512,39567,14032,40828,1662,12,-,-,X,X,27914,407,1659,1356,18419
"전국","여자","50~54세","2021",2175632,722869,1298246,45020,13371,41603,1354,10,-,-,X,X,29339,534,1913,1456,19917
"전국","여자","50~54세","2022",2182436,735562,1286726,50840,13247,39039,1147,18,-,-,X,X,30983,649,1917,1490,20818
"전국","여자","50~54세","2023",2160465,736734,1259145,56910,13218,35472,1159,18,-,-,X,X,32769,775,1884,1525,20856
"전국","여자","50~54세","2024",2130934,732265,1232085,62352,12925,31069,625,21,-,-,X,X,33927,884,1723,1593,21465
"전국","여자","55~59세","2015",1935139,576251,1196833,11803,9249,87478,15524,-,X,X,X,13,21818,233,2129,1696,12109
"전국","여자","55~59세","2016",2045592,618643,1259655,13165,10486,86796,14768,-,X,X,X,10,23487,252,2183,1648,14495
"전국","여자","55~59세","2017",2087390,648899,1270378,14225,10547,85015,13603,-,X,X,X,10,24348,246,2299,1651,16166
"전국","여자","55~59세","2018",2108530,667116,1273269,15407,10524,84028,11583,-,X,X,X,13,24233,265,2332,1603,18155
"전국","여자","55~59세","2019",2080710,670207,1247334,16097,10243,79838,9752,-,X,X,X,11,24185,248,2286,1543,18964
"전국","여자","55~59세","2020",2038640,676086,1207688,16540,8861,76676,7315,X,-,-,X,7,22443,231,2175,1384,19231
"전국","여자","55~59세","2021",1972071,675926,1143145,17733,8039,75311,5765,X,-,-,X,9,22056,239,2288,1355,20201
"전국","여자","55~59세","2022",1973512,687120,1133425,19802,8038,72853,4842,X,-,-,X,10,23110,264,2375,1359,20313
"전국","여자","55~59세","2023",2021243,715039,1148642,23420,8159,71508,4469,X,-,-,X,10,25312,312,2315,1486,20568
"전국","여자","55~59세","2024",2087739,744888,1182318,27363,8351,68494,3453,X,-,-,X,X,27232,375,2315,1487,21459
"전국","여자","60~64세","2015",1405448,434821,816236,3901,3117,99608,23098,-,X,X,X,92,12176,101,1578,1321,9398
"전국","여자","60~64세","2016",1532063,484013,882874,4682,3534,103723,24184,-,X,X,X,87,14064,114,1718,1362,11707
"전국","여자","60~64세","2017",1612212,522630,920740,5377,3749,103837,23701,-,X,X,X,90,15468,143,1939,1477,13060
"전국","여자","60~64세","2018",1721028,569722,974235,6161,3959,107505,22760,-,X,X,X,90,17177,157,2304,1557,15400
"전국","여자","60~64세","2019",1824012,613738,1029446,6882,4415,108507,21694,-,X,X,X,104,18444,192,2388,1603,16598
"전국","여자","60~64세","2020",1919021,659679,1079658,7281,4275,108894,18443,X,-,-,X,101,18411,168,2549,1504,18057
"전국","여자","60~64세","2021",2032281,716424,1127104,8206,4398,115445,16820,X,-,-,X,85,19422,185,2855,1659,19676
"전국","여자","60~64세","2022",2069386,741503,1139088,8978,4514,115138,14703,X,-,-,X,83,20047,208,2931,1599,20592
"전국","여자","60~64세","2023",2094761,766051,1140961,9878,4670,112892,13365,X,-,-,X,56,20991,247,2939,1657,21053
"전국","여자","60~64세","2024",2069377,765821,1123684,10644,4618,105930,10999,X,-,-,X,36,21474,238,2820,1546,21567
"전국","여자","65~69세","2015",1096427,359532,564568,1589,979,118461,26691,-,X,X,X,641,7754,66,1307,1384,13455
"전국","여자","65~69세","2016",1130574,376144,582147,1647,983,117158,26318,-,X,X,X,636,8443,72,1366,1333,14327
"전국","여자","65~69세","2017",1179302,395178,612338,1762,1064,115026,25421,-,X,X,X,635,9367,74,1512,1430,15495
"전국","여자","65~69세","2018",1208140,408923,630346,1853,1093,111597,24249,-,X,X,X,643,9973,68,1688,1400,16306
"전국","여자","65~69세","2019",1263916,432223,662037,2156,1202,109176,23396,-,X,X,X,613,10999,80,1823,1452,18759
"전국","여자","65~69세","2020",1385218,483634,727543,2446,1250,111461,21942,X,-,-,X,619,12085,86,2134,1434,20584
"전국","여자","65~69세","2021",1508124,541117,782471,2842,1317,117140,21574,X,-,-,X,637,13619,99,2610,1501,23197
"전국","여자","65~69세","2022",1588539,582178,819023,3380,1464,117163,20545,X,-,-,X,527,14964,115,3003,1566,24611
"전국","여자","65~69세","2023",1695979,635324,864521,3969,1623,121656,20497,X,-,-,X,450,16953,135,3229,1661,25961
"전국","여자","65~69세","2024",1801820,683988,918542,4463,1782,122654,18997,X,-,-,X,407,18377,147,3328,1781,27354
"전국","여자","70~74세","2015",960876,365232,394026,411,283,149302,29487,-,X,X,X,2969,4021,19,887,1167,13072
"전국","여자","70~74세","2016",940968,360737,390636,414,164,139610,28189,-,X,X,X,2686,4217,17,901,1069,12328
"전국","여자","70~74세","2017",937381,359755,400158,468,155,129124,26193,-,X,X,X,2418,4712,29,970,1123,12276
"전국","여자","70~74세","2018",967376,372877,420391,534,175,125526,25312,-,X,X,X,2321,5167,37,1093,1146,12797
"전국","여자","70~74세","2019",1009555,391547,445451,568,203,122472,24275,-,X,X,X,2285,5607,48,1194,1170,14735
"전국","여자","70~74세","2020",1056482,415587,470974,591,217,120800,22284,X,-,-,X,2390,5839,44,1310,1100,15346
"전국","여자","70~74세","2021",1089566,435804,486075,644,224,117986,21272,X,-,-,X,2547,6043,52,1430,1151,16338
"전국","여자","70~74세","2022",1141469,459369,516032,729,283,115566,20451,X,-,-,X,2264,6817,47,1606,1204,17101
"전국","여자","70~74세","2023",1172349,477431,531631,773,288,112556,19848,X,-,-,X,1876,7734,47,1738,1221,17206
"전국","여자","70~74세","2024",1228339,505899,561194,869,315,110042,18785,X,-,-,X,1512,8583,61,1860,1263,17956
"전국","여자","75~79세","2015",785645,336985,221104,73,98,172116,31205,-,X,X,X,7974,1970,12,618,999,12491
"전국","여자","75~79세","2016",814932,353593,237896,64,41,169167,30937,-,X,X,X,7187,2178,12,618,928,12311
"전국","여자","75~79세","2017",869340,381470,264087,71,38,168855,30691,-,X,X,X,7303,2469,17,665,1053,12621
"전국","여자","75~79세","2018",885749,392437,275121,94,39,164106,29750,-,X,X,X,7292,2614,13,710,1044,12529
"전국","여자","75~79세","2019",885751,395415,283057,91,37,154223,27844,-,X,X,X,6789,2742,15,755,1025,13758
"전국","여자","75~79세","2020",877644,397734,286410,90,36,144271,24571,X,-,-,X,6892,2742,11,753,932,13202
"전국","여자","75~79세","2021",863634,396235,286824,95,29,133269,22464,X,-,-,X,6888,2938,16,784,927,13165
"전국","여자","75~79세","2022",868909,400318,299025,116,34,124335,21142,X,-,-,X,5969,3255,21,907,917,12870
"전국","여자","75~79세","2023",901586,420008,316717,137,35,120612,20393,X,-,-,X,4983,3713,28,1049,918,12992
"전국","여자","75~79세","2024",944019,444482,337455,144,36,118353,19469,X,-,-,X,4326,4092,29,1159,900,13574
"전국","여자","80~84세","2015",505367,228700,74224,X,19,152569,27048,-,X,X,X,10936,1082,X,461,872,9452
"전국","여자","80~84세","2016",541507,249202,84954,X,5,156979,27904,-,X,X,X,10682,984,X,449,856,9487
"전국","여자","80~84세","2017",560752,263284,94885,X,X,152804,27184,-,X,X,X,10779,986,X,459,895,9465
"전국","여자","80~84세","2018",588746,281184,105814,8,X,152192,26737,-,X,X,X,10940,1113,9,424,815,9508
"전국","여자","80~84세","2019",621752,302275,118542,7,X,150525,26307,-,X,X,X,10663,1182,12,451,818,10967
"전국","여자","80~84세","2020",635142,315251,126125,12,5,145836,24470,X,-,-,X,10835,1134,11,424,699,10340
"전국","여자","80~84세","2021",666868,337504,138412,8,5,142088,23855,X,-,-,X,11497,1331,10,467,704,10987
"전국","여자","80~84세","2022",728045,375369,156189,10,7,146343,24245,X,-,-,X,11431,1513,13,515,783,11627
"전국","여자","80~84세","2023",747383,393591,162768,17,6,142819,23374,X,-,-,X,10271,1737,12,601,795,11392
"전국","여자","80~84세","2024",749075,400989,168399,11,6,134888,21645,X,-,-,X,8965,1834,10,640,737,10951
"전국","여자","85세이상","2015",337061,132427,14106,X,X,139859,26462,-,X,X,X,14627,801,6,397,877,7499
"전국","여자","85세이상","2016",359624,147039,15991,X,X,144977,27806,-,X,X,X,14540,405,X,412,817,7632
"전국","여자","85세이상","2017",368847,158061,19172,X,X,140898,27056,-,X,X,X,14365,405,X,400,933,7553
"전국","여자","85세이상","2018",389676,173514,22510,X,X,142229,27492,-,X,X,X,14427,442,X,399,912,7745
"전국","여자","85세이상","2019",421335,194739,26970,X,X,146000,28045,-,X,X,X,14520,500,X,405,921,9230
"전국","여자","85세이상","2020",448790,214418,31362,X,X,149504,28132,X,-,-,X,15074,524,X,372,905,8496
"전국","여자","85세이상","2021",489777,242799,36972,X,X,153144,29083,X,-,-,X,16423,560,X,390,877,9524
"전국","여자","85세이상","2022",534602,273636,42303,X,X,159096,30398,X,-,-,X,17242,612,X,454,862,9996
"전국","여자","85세이상","2023",570771,304156,47159,X,X,160159,30180,X,-,-,X,16457,784,X,515,903,10454
"전국","여자","85세이상","2024",606708,334020,52917,X,X,161894,29642,X,-,-,X,15548,856,6,536,848,10439
"전국","여자","15~64세","2015",17517168,4227515,8300338,3891024,184878,251954,43584,-,78672,26041,90,105,325809,50195,7548,18447,110968
"전국","여자","15~64세","2016",17573530,4315879,8266367,3888539,179120,246269,43436,-,76662,27357,99,98,314964,51268,7402,18004,138066
"전국","여자","15~64세","2017",17517578,4457527,8134467,3827282,163752,241527,41280,-,73455,28483,85,100,314049,52634,7631,18874,156432
"전국","여자","15~64세","2018",17474887,4608459,8012308,3756140,147787,245341,37175,-,68946,29012,78,103,314498,53465,7963,18664,174948
"전국","여자","15~64세","2019",17382432,4759977,7882140,3655012,135001,242055,33974,-,64462,29307,87,115,312479,53114,7984,19688,187037
"전국","여자","15~64세","2020",17427752,5018767,7718892,3633597,111475,238518,27724,88276,-,-,61,108,306712,52596,7912,19047,204067
"전국","여자","15~64세","2021",17260030,5246285,7482920,3472085,95096,243555,24158,81467,-,-,57,95,305716,54273,8474,19980,225869
"전국","여자","15~64세","2022",17059997,5336350,7285235,3379890,88736,236632,20869,78934,-,-,63,93,303545,55532,8532,19657,245929
"전국","여자","15~64세","2023",16930354,5393635,7104729,3380466,85844,227875,19244,78771,-,-,71,69,300708,55452,8291,19205,255994
"전국","여자","15~64세","2024",16744401,5419660,6933621,3352026,79540,211848,15148,78395,-,-,77,40,295207,54845,7788,18699,277507
"전국","여자","65세이상","2015",3685376,1422876,1268028,2077,1379,732307,140893,-,X,X,X,37147,15628,103,3670,5299,55969
"전국","여자","65세이상","2016",3787605,1486715,1311624,2128,1195,727891,141154,-,X,X,X,35731,16227,106,3746,5003,56085
"전국","여자","65세이상","2017",3915622,1557748,1390640,2305,1262,706707,136545,-,X,X,X,35500,17939,126,4006,5434,57410
"전국","여자","65세이상","2018",4039687,1628935,1454182,2489,1311,695650,133540,-,X,X,X,35623,19309,131,4314,5317,58885
"전국","여자","65세이상","2019",4202309,1716199,1536057,2822,1448,682396,129867,-,X,X,X,34870,21030,157,4628,5386,67449
"전국","여자","65세이상","2020",4403276,1826624,1642414,3139,1510,671872,121399,X,-,-,X,35810,22324,153,4993,5070,67968
"전국","여자","65세이상","2021",4617969,1953459,1730754,3590,1577,663627,118248,X,-,-,X,37992,24491,179,5681,5160,73211
"전국","여자","65세이상","2022",4861564,2090870,1832572,4236,1789,662503,116781,X,-,-,X,37433,27161,197,6485,5332,76205
"전국","여자","65세이상","2023",5088068,2230510,1922796,4896,1953,657802,114292,X,-,-,X,34037,30921,224,7132,5498,78005
"전국","여자","65세이상","2024",5329961,2369378,2038507,5488,2140,647831,108538,X,-,-,X,30758,33742,253,7523,5529,80274
